8,33,3
8,14,4
8,49,5
8,13,4
8,4,3
8,32,2
8,10,4
8,15,4
8,20,5
8,46,3
8,6,5
8,45,3
8,35,4
8,29,5
8,38,3
8,28,5
8,31,5
8,27,2
8,30,5
8,40,4
8,47,3
8,3,3
8,5,3
8,21,4
8,22,4
8,12,4
8,26,4
8,48,4
8,8,5
8,17,4
9,34,4
9,35,2
9,22,1
9,3,4
9,49,5
9,48,2
9,23,3
9,42,3
9,1,3
9,8,3
9,32,2
9,19,2
9,28,3
9,45,4
9,29,5
9,18,5
9,13,3
9,38,4
9,6,3
9,17,4
9,10,5
9,46,3
9,33,2
9,41,4
9,20,5
9,40,4
9,4,3
9,27,2
9,50,3
9,2,3
9,31,4
9,44,3
9,25,3
9,30,4
9,7,2
9,9,4
9,14,5
9,47,5
9,26,3
9,36,2
9,39,3
9,24,5
9,5,2
9,37,2
9,43,3
9,12,4
9,11,3
9,16,2
9,21,4
9,15,4
10,33,3
10,2,2
10,10,4
10,50,5
10,11,3
10,25,5
10,21,3
10,15,2
10,49,5
10,42,1
10,40,4
10,14,5
10,22,5
10,43,3
10,47,5
10,32,2
10,38,4
10,13,3
10,18,5
10,37,5
10,9,3
10,23,4
10,44,2
10,8,5
10,31,2
10,24,4
10,5,5
10,12,4
10,27,3
10,16,3
10,4,5
10,48,5
10,34,3
10,26,3
10,3,4
10,30,3
10,20,5
10,41,5
10,46,4
10,17,4
10,1,3
10,29,1
10,6,3
10,28,4
10,39,1
10,45,3
10,7,2
10,19,4
10,35,5
10,36,3
11,29,5
11,36,2
11,18,3
11,21,4
11,34,3
11,14,5
11,32,3
11,16,3
11,12,4
11,22,3
11,11,2
11,27,5
11,50,4
11,41,5
11,23,4
11,1,3
11,8,5
11,3,4
11,2,2
11,6,1
11,13,3
11,45,1
11,19,4
11,35,4
11,48,1
11,46,4
11,4,4
11,24,4
11,9,3
11,26,4
11,44,4
11,31,1
11,30,4
11,39,2
11,37,4
11,17,4
11,20,3
11,43,3
11,25,4
11,10,2
11,33,3
11,7,2
11,38,3
11,15,2
11,28,3
11,42,2
11,47,5
11,5,3
11,40,3
11,49,4
12,32,1
12,5,3
12,36,5
12,23,3
12,15,4
12,37,3
12,26,4
12,19,2
12,27,5
12,47,5
12,10,4
12,28,4
12,1,3
12,2,4
12,4,1
12,38,1
12,33,2
12,21,3
12,16,4
12,22,5
12,48,4
12,18,5
12,46,3
12,43,1
12,42,1
12,45,3
12,17,3
12,31,2
12,13,2
12,35,4
12,6,3
12,49,4
12,39,3
12,25,3
12,41,4
12,9,5
12,20,5
12,29,3
12,12,3
12,3,4
12,7,4
12,44,2
12,14,5
12,50,5
12,40,5
12,11,4
12,30,4
12,34,3
12,24,3
12,8,5
13,39,3
13,49,5
13,47,3
13,31,3
13,5,5
13,40,5
13,12,4
13,48,3
13,20,4
13,27,3
13,3,4
13,22,4
13,8,5
13,24,3
13,28,4
13,13,4
13,6,3
13,17,4
13,21,3
13,16,2
13,38,4
13,42,2
13,9,2
13,43,2
13,41,3
13,2,3
13,34,3
13,33,3
13,32,3
13,23,3
13,50,2
13,29,5
13,36,4
13,11,4
13,26,4
13,14,2
13,10,4
13,7,4
13,37,5
13,18,4
13,46,3
13,25,1
13,45,4
13,1,2
13,19,2
13,15,4
13,35,3
13,44,1
13,4,4
13,30,2
14,18,4
14,25,2
14,49,1
14,36,2
14,44,2
14,13,5
14,23,1
14,34,4
14,15,4
14,24,5
14,41,3
14,48,5
14,6,2
14,28,3
14,22,3
14,7,3
14,19,4
14,45,3
14,30,4
14,35,5
14,46,4
14,33,3
14,10,3
14,38,4
14,43,4
14,29,4
14,42,2
14,2,4
14,32,2
14,14,3
14,50,3
14,11,4
14,16,3
14,4,3
14,9,4
14,37,5
14,5,3
14,8,4
14,26,3
14,12,3
14,20,4
14,21,5
14,17,5
14,3,3
14,47,2
14,40,4
14,31,3
14,1,3
14,39,3
14,27,2
15,14,5
15,11,4
15,34,3
15,44,5
15,12,3
15,13,5
15,3,4
15,21,4
15,33,3
15,47,2
15,35,5
15,1,1
15,28,2
15,36,1
15,42,5
15,50,3
15,18,5
15,46,4
15,48,5
15,24,4
15,38,3
15,29,5
15,10,5
15,43,3
15,2,2
15,32,4
15,16,4
15,8,3
15,6,3
15,20,5
15,30,1
15,40,4
15,31,5
15,37,5
15,27,4
15,25,1
15,45,1
15,5,4
15,9,3
15,39,3
15,26,2
15,17,4
15,19,3
15,4,2
15,23,5
15,15,4
15,49,4
15,7,2
15,22,3
15,41,4
16,38,3
16,28,2
16,22,1
16,40,3
16,29,5
16,9,4
16,26,4
16,20,3
16,3,2
16,35,4
16,43,3
16,5,4
16,2,1
16,21,3
16,17,4
16,4,4
16,45,3
16,7,2
16,33,2
16,39,2
16,46,4
16,8,3
16,12,2
16,31,4
16,25,3
16,19,4
16,27,3
16,18,5
16,15,5
16,37,2
16,47,3
16,23,5
16,49,4
16,34,2
16,48,1
16,24,4
16,10,5
16,41,4
16,36,2
16,13,2
16,32,3
16,50,4
16,14,5
16,30,3
16,44,3
16,42,2
16,6,2
16,16,1
16,1,3
16,11,4
17,49,5
17,34,4
17,17,4
17,42,3
17,1,3
17,39,3
17,44,3
17,5,1
17,7,2
17,18,5
17,22,3
17,30,2
17,25,2
17,21,4
17,8,5
17,48,5
17,12,4
17,13,4
17,3,4
17,24,3
17,20,4
17,6,3
17,40,5
17,41,3
17,26,3
17,9,4
17,47,5
17,14,5
17,11,4
17,28,1
17,16,1
17,32,3
17,10,4
17,43,4
17,2,1
17,35,3
17,38,4
17,50,2
17,37,4
17,27,1
17,46,4
17,33,3
17,31,3
17,15,5
17,19,5
17,29,2
17,45,5
17,36,1
17,4,2
17,23,1
18,13,3
18,24,3
18,16,5
18,18,3
18,36,4
18,11,3
18,6,3
18,14,3
18,26,5
18,34,3
18,32,4
18,10,1
18,49,1
18,1,3
18,23,3
18,47,4
18,48,3
18,25,1
18,41,3
18,37,5
18,15,2
18,27,4
18,19,5
18,42,4
18,31,4
18,30,4
18,8,5
18,22,5
18,21,3
18,5,5
18,50,4
18,39,3
18,46,4
18,44,4
18,38,2
18,12,4
18,17,4
18,29,4
18,33,3
18,2,3
18,3,3
18,20,5
18,9,5
18,7,4
18,40,4
18,28,1
18,45,3
18,4,4
18,35,1
18,43,5
19,38,3
19,23,4
19,36,3
19,26,5
19,42,4
19,41,3
19,4,2
19,9,5
19,50,2
19,22,5
19,8,4
19,37,4
19,25,3
19,12,5
19,47,4
19,10,4
19,5,5
19,35,5
19,11,4
19,40,4
19,7,1
19,6,2
19,43,5
19,39,4
19,44,3
19,3,4
19,28,4
19,14,3
19,34,3
19,48,3
19,29,4
19,1,4
19,2,4
19,46,4
19,30,3
19,16,4
19,15,5
19,19,4
19,31,5
19,17,5
19,27,4
19,21,5
19,24,4
19,18,4
19,49,5
19,32,2
19,45,3
19,33,2
19,13,4
19,20,5
20,30,3
20,22,3
20,12,4
20,42,4
20,49,4
20,20,5
20,9,4
20,14,5
20,18,4
20,38,4
20,4,4
20,50,3
20,41,3
20,7,2
20,40,5
20,25,2
20,1,2
20,10,5
20,47,3
20,19,4
20,11,1
20,33,4
20,37,4
20,16,4
20,2,4
20,21,3
20,3,4
20,26,5
20,6,3
20,34,3
20,29,5
20,13,4
20,35,3
20,28,3
20,39,4
20,32,3
20,24,2
20,46,3
20,44,5
20,43,3
20,27,3
20,15,4
20,17,5
20,36,3
20,8,5
20,5,3
20,45,2
20,23,3
20,48,5
20,31,4
21,19,3
21,38,4
21,28,4
21,7,4
21,3,4
21,35,4
21,21,1
21,47,2
21,2,2
21,43,1
21,18,5
21,24,3
21,25,3
21,30,3
21,48,3
21,1,1
21,12,5
21,16,1
21,6,3
21,27,3
21,33,3
21,4,4
21,34,2
21,36,3
21,5,5
21,46,4
21,15,4
21,29,4
21,45,3
21,32,3
21,49,5
21,42,2
21,13,2
21,22,5
21,8,3
21,44,4
21,26,5
21,20,5
21,50,4
21,23,5
21,41,4
21,40,5
21,10,4
21,17,3
21,11,4
21,31,5
21,14,5
21,39,4
21,9,4
21,37,2
22,32,3
22,26,2
22,19,3
22,35,3
22,39,4
22,17,4
22,1,4
22,36,2
22,7,3
22,11,3
22,47,5
22,14,4
22,9,5
22,30,3
22,28,4
22,22,5
22,31,3
22,16,3
22,20,5
22,46,5
22,15,5
22,40,3
22,2,2
22,8,3
22,27,5
22,23,5
22,43,2
22,45,3
22,48,4
22,21,2
22,42,4
22,12,5
22,10,5
22,24,4
22,25,2
22,5,5
22,33,4
22,37,4
22,50,4
22,4,4
22,41,5
22,18,5
22,34,2
22,3,5
22,29,3
22,6,2
22,44,5
22,49,3
22,13,4
22,38,2
23,9,4
23,14,4
23,37,4
23,10,5
23,50,3
23,32,2
23,11,3
23,1,2
23,39,4
23,41,2
23,38,3
23,40,5
23,28,5
23,44,4
23,31,4
23,22,5
23,8,4
23,34,4
23,19,4
23,45,2
23,13,4
23,36,5
23,26,3
23,29,5
23,43,4
23,2,2
23,46,3
23,15,5
23,20,5
23,42,4
23,49,4
23,17,3
23,33,3
23,5,4
23,30,5
23,6,5
23,35,4
23,16,3
23,47,4
23,21,2
23,23,2
23,4,5
23,48,4
23,24,4
23,12,5
23,18,5
23,27,2
23,7,1
23,25,3
23,3,4
24,20,5
24,24,4
24,17,5
24,43,4
24,27,5
24,22,4
24,35,3
24,21,3
24,28,4
24,48,3
24,31,5
24,29,5
24,46,3
24,37,4
24,15,4
24,12,5
24,26,3
24,45,3
24,42,4
24,4,5
24,8,4
24,44,4
24,13,4
24,16,3
24,23,4
24,7,4
24,34,4
24,40,4
24,1,5
24,3,3
24,33,2
24,41,4
24,32,5
24,38,3
24,49,3
24,6,1
24,11,4
24,50,5
24,25,3
24,10,4
24,2,3
24,18,1
24,14,5
24,39,3
24,9,4
24,47,5
24,5,4
24,36,3
24,30,2
24,19,3
25,13,5
25,43,2
25,6,4
25,7,4
25,26,5
25,27,3
25,35,2
25,32,4
25,8,3
25,44,4
25,39,3
25,33,3
25,38,4
25,49,5
25,10,5
25,23,1
25,48,4
25,17,5
25,21,4
25,34,1
25,16,3
25,18,3
25,3,3
25,41,3
25,30,5
25,9,5
25,11,3
25,12,5
25,50,4
25,14,5
25,5,3
25,47,4
25,15,4
25,1,1
25,46,4
25,37,4
25,22,5
25,25,1
25,36,4
25,29,5
25,19,4
25,45,1
25,24,3
25,20,3
25,31,4
25,40,4
25,42,2
25,2,5
25,28,3
25,4,3
26,48,4
26,38,5
26,15,2
26,27,3
26,37,3
26,4,3
26,9,4
26,32,4
26,31,4
26,45,1
26,10,3
26,2,4
26,6,4
26,29,1
26,18,5
26,42,4
26,25,1
26,23,2
26,21,3
26,5,5
26,30,4
26,16,3
26,24,5
26,14,4
26,11,4
26,50,3
26,12,5
26,40,5
26,41,2
26,46,3
26,47,4
26,22,4
26,34,3
26,39,5
26,33,4
26,17,5
26,49,1
26,26,4
26,43,1
26,28,5
26,35,5
26,44,4
26,36,2
26,19,2
26,13,3
26,3,3
26,20,5
26,1,3
26,8,5
26,7,2
27,3,3
27,18,4
27,21,1
27,23,3
27,45,3
27,12,4
27,5,3
27,42,4
27,37,3
27,29,5
27,34,3
27,13,4
27,38,5
27,44,3
27,49,5
27,43,5
27,41,3
27,50,3
27,25,1
27,2,5
27,39,4
27,1,4
27,48,3
27,26,4
27,17,4
27,8,4
27,36,1
27,19,4
27,20,4
27,28,5
27,31,1
27,46,3
27,16,4
27,15,5
27,4,5
27,32,2
27,7,4
27,33,4
27,27,5
27,35,4
27,6,1
27,24,5
27,47,3
27,22,4
27,9,4
27,10,4
27,11,2
27,14,5
27,30,4
27,40,5
28,50,5
28,2,4
28,46,4
28,32,3
28,16,3
28,38,2
28,30,3
28,10,4
28,11,3
28,7,2
28,47,4
28,40,4
28,24,4
28,25,3
28,6,2
28,35,4
28,33,2
28,22,3
28,1,4
28,21,3
28,18,5
28,41,4
28,12,3
28,5,2
28,42,5
28,29,5
28,34,4
28,13,5
28,44,3
28,49,3
28,3,5
28,43,2
28,14,5
28,20,5
28,37,4
28,45,3
28,4,5
28,27,3
28,9,4
28,15,4
28,31,5
28,48,4
28,28,4
28,39,4
28,26,4
28,17,4
28,23,4
28,19,4
28,8,5
28,36,3
29,38,3
29,22,5
29,30,3
29,45,4
29,46,4
29,29,5
29,16,4
29,42,4
29,4,2
29,9,5
29,5,3
29,40,4
29,24,4
29,18,3
29,31,5
29,20,5
29,1,2
29,7,4
29,8,3
29,39,5
29,6,3
29,17,4
29,25,2
29,41,4
29,43,5
29,49,4
29,34,3
29,12,3
29,27,4
29,37,4
29,13,4
29,44,1
29,23,2
29,48,2
29,28,5
29,10,5
29,33,1
29,50,3
29,26,2
29,2,1
29,36,3
29,47,5
29,21,3
29,3,5
29,32,1
29,11,2
29,14,3
29,35,5
29,19,2
29,15,3
30,49,5
30,11,1
30,38,5
30,1,3
30,35,3
30,39,4
30,12,3
30,17,3
30,45,2
30,10,4
30,32,3
30,7,3
30,33,3
30,3,3
30,15,3
30,47,4
30,18,4
30,9,4
30,31,5
30,26,5
30,40,3
30,28,5
30,41,2
30,48,4
30,4,4
30,23,5
30,27,4
30,22,4
30,5,5
30,37,5
30,6,3
30,21,5
30,34,1
30,13,5
30,30,5
30,16,4
30,2,3
30,29,1
30,50,3
30,24,4
30,8,3
30,43,5
30,44,4
30,19,5
30,46,4
30,20,4
30,25,4
30,36,3
30,14,5
30,42,5
31,15,4
31,34,3
31,4,4
31,49,1
31,48,4
31,24,5
31,2,3
31,41,4
31,1,3
31,28,4
31,7,3
31,50,4
31,26,5
31,30,4
31,31,3
31,9,4
31,44,1
31,18,5
31,36,5
31,47,5
31,43,3
31,3,5
31,40,3
31,27,4
31,23,4
31,29,4
31,21,5
31,11,4
31,35,5
31,19,3
31,37,5
31,39,5
31,12,4
31,6,3
31,10,4
31,38,4
31,13,4
31,25,1
31,42,3
31,14,3
31,17,4
31,16,4
31,5,5
31,32,1
31,33,4
31,22,5
31,8,5
31,20,5
31,46,4
31,45,3
32,6,4
32,1,4
32,49,4
32,23,3
32,39,5
32,35,5
32,31,5
32,25,2
32,36,4
32,20,5
32,28,3
32,24,5
32,48,5
32,40,3
32,8,4
32,33,4
32,19,3
32,47,5
32,17,5
32,3,5
32,16,5
32,29,2
32,41,2
32,42,3
32,7,4
32,46,5
32,4,3
32,27,5
32,37,1
32,5,5
32,22,2
32,32,3
32,45,3
32,10,3
32,12,5
32,11,4
32,26,5
32,14,1
32,13,3
32,38,3
32,43,1
32,50,4
32,18,5
32,2,4
32,30,4
32,44,5
32,15,4
32,21,3
32,34,3
32,9,4
33,32,1
33,17,5
33,10,5
33,43,4
33,50,5
33,44,3
33,37,5
33,8,5
33,42,4
33,34,2
33,24,4
33,46,2
33,40,4
33,14,4
33,2,3
33,35,3
33,25,2
33,29,4
33,20,5
33,6,3
33,36,3
33,48,1
33,28,3
33,49,5
33,21,4
33,39,3
33,9,4
33,26,2
33,18,3
33,19,3
33,11,4
33,13,4
33,38,5
33,33,3
33,47,2
33,15,4
33,1,3
33,4,4
33,7,2
33,27,2
33,23,5
33,3,5
33,30,5
33,5,2
33,45,3
33,16,3
33,22,5
33,12,5
33,41,3
33,31,5
34,19,4
34,22,4
34,24,3
34,39,4
34,20,5
34,14,5
34,7,4
34,11,4
34,26,3
34,47,3
34,44,4
34,36,4
34,9,4
34,18,4
34,13,4
34,38,1
34,4,4
34,41,4
34,27,4
34,5,3
34,45,3
34,32,3
34,12,4
34,10,5
34,1,2
34,37,3
34,42,4
34,46,3
34,29,5
34,34,4
34,2,3
34,50,5
34,43,2
34,21,3
34,15,5
34,30,2
34,16,4
34,40,4
34,8,3
34,25,1
34,35,5
34,6,4
34,17,3
34,48,4
34,23,4
34,33,2
34,28,5
34,3,5
34,31,4
34,49,5
35,33,4
35,40,4
35,25,1
35,34,5
35,29,4
35,35,5
35,18,5
35,6,5
35,27,4
35,47,4
35,42,3
35,12,4
35,49,4
35,24,4
35,26,4
35,3,5
35,5,4
35,41,3
35,11,4
35,7,2
35,13,4
35,21,3
35,22,4
35,19,3
35,10,3
35,44,3
35,17,1
35,16,2
35,30,4
35,15,3
35,4,4
35,37,5
35,48,4
35,32,1
35,46,3
35,45,2
35,23,2
35,28,5
35,8,5
35,38,3
35,31,5
35,2,4
35,50,4
35,39,3
35,14,4
35,43,3
35,9,3
35,36,2
35,20,5
35,1,2
36,8,5
36,25,3
36,30,3
36,42,3
36,47,2
36,27,1
36,36,3
36,10,1
36,37,3
36,6,2
36,45,3
36,18,4
36,9,4
36,13,5
36,33,3
36,3,5
36,23,4
36,1,1
36,4,3
36,48,5
36,41,3
36,17,5
36,12,5
36,5,5
36,15,3
36,35,5
36,32,1
36,49,4
36,40,3
36,14,2
36,26,1
36,16,3
36,11,2
36,29,4
36,34,3
36,44,5
36,22,3
36,2,1
36,39,5
36,19,3
36,38,4
36,50,4
36,21,4
36,43,2
36,7,1
36,24,5
36,28,4
36,20,2
36,31,4
36,46,3
37,48,4
37,7,3
37,1,3
37,14,5
37,41,4
37,2,2
37,49,5
37,23,3
37,11,3
37,44,4
37,22,4
37,33,5
37,13,5
37,3,5
37,43,3
37,18,5
37,30,3
37,9,4
37,4,4
37,31,3
37,34,1
37,17,4
37,12,2
37,21,2
37,36,4
37,24,1
37,40,4
37,38,3
37,28,5
37,47,4
37,29,5
37,42,3
37,16,3
37,39,4
37,10,5
37,25,2
37,26,4
37,8,5
37,50,5
37,32,1
37,19,5
37,45,3
37,35,5
37,46,2
37,15,3
37,20,5
37,5,4
37,6,4
37,37,5
37,27,4
38,15,3
38,42,3
38,9,5
38,44,5
38,2,2
38,37,4
38,46,2
38,50,4
38,29,5
38,34,2
38,18,5
38,21,4
38,10,5
38,45,3
38,32,1
38,5,5
38,41,5
38,4,5
38,13,4
38,12,4
38,16,5
38,38,1
38,43,4
38,19,3
38,39,3
38,25,5
38,1,3
38,23,3
38,26,4
38,48,2
38,33,4
38,28,2
38,24,4
38,20,5
38,6,4
38,17,2
38,40,2
38,35,1
38,47,2
38,36,4
38,11,4
38,8,5
38,27,3
38,49,5
38,31,4
38,7,2
38,3,4
38,14,5
38,22,5
38,30,2
39,47,5
39,21,3
39,30,3
39,16,3
39,22,5
39,48,4
39,20,5
39,12,4
39,25,1
39,40,1
39,19,3
39,34,3
39,46,4
39,1,3
39,24,3
39,29,5
39,44,1
39,28,4
39,7,3
39,14,3
39,39,5
39,2,3
39,37,5
39,11,1
39,43,2
39,50,2
39,42,3
39,23,3
39,33,3
39,4,3
39,10,5
39,13,1
39,36,2
39,41,3
39,18,3
39,26,3
39,3,3
39,5,3
39,27,1
39,6,4
39,15,4
39,38,5
39,32,3
39,8,5
39,31,4
39,49,5
39,35,3
39,45,5
39,17,4
39,9,4
40,49,5
40,26,4
40,14,3
40,7,3
40,22,5
40,19,4
40,13,4
40,30,5
40,33,3
40,11,3
40,31,3
40,27,4
40,10,4
40,9,4
40,8,5
40,25,4
40,47,4
40,17,5
40,35,5
40,40,5
40,37,4
40,50,2
40,20,5
40,6,4
40,39,2
40,12,4
40,5,3
40,48,3
40,41,2
40,18,5
40,34,2
40,29,5
40,36,4
40,32,3
40,15,4
40,38,2
40,21,4
40,16,3
40,1,3
40,28,2
40,3,3
40,43,3
40,44,5
40,45,4
40,46,3
40,4,5
40,24,5
40,2,1
40,23,4
40,42,3
41,21,3
41,30,5
41,24,3
41,35,4
41,48,4
41,15,5
41,47,5
41,8,4
41,3,5
41,5,4
41,28,2
41,27,3
41,38,4
41,11,4
41,20,1
41,10,4
41,1,3
41,43,4
41,37,5
41,45,2
41,4,4
41,46,2
41,41,3
41,31,4
41,23,2
41,9,5
41,2,2
41,50,3
41,36,2
41,39,4
41,32,3
41,17,4
41,12,3
41,16,5
41,40,4
41,42,5
41,18,5
41,33,5
41,44,4
41,7,3
41,13,5
41,25,1
41,26,4
41,6,4
41,14,5
41,49,5
41,19,3
41,22,4
41,29,5
41,34,5
42,50,3
42,7,1
42,9,4
42,1,3
42,2,3
42,14,5
42,12,5
42,33,3
42,36,3
42,39,3
42,17,5
42,44,3
42,4,4
42,40,3
42,31,1
42,46,3
42,13,4
42,6,3
42,37,5
42,26,4
42,43,3
42,45,4
42,29,4
42,10,4
42,23,5
42,32,4
42,18,3
42,27,2
42,25,2
42,21,4
42,42,4
42,15,3
42,20,5
42,16,4
42,3,4
42,34,4
42,24,3
42,48,4
42,35,3
42,5,5
42,30,2
42,47,3
42,22,5
42,11,3
42,28,4
42,38,2
42,49,5
42,41,2
42,19,3
42,8,4
43,45,3
43,19,2
43,10,4
43,13,3
43,12,5
43,21,5
43,32,2
43,48,5
43,44,3
43,46,3
43,34,3
43,33,2
43,23,5
43,35,4
43,47,5
43,14,3
43,11,3
43,2,3
43,36,4
43,3,5
43,15,3
43,37,5
43,16,3
43,38,5
43,22,1
43,42,2
43,39,3
43,27,5
43,7,3
43,30,4
43,50,4
43,1,3
43,49,4
43,4,4
43,18,4
43,9,4
43,20,5
43,5,5
43,26,3
43,29,5
43,25,2
43,6,2
43,43,2
43,17,4
43,24,2
43,41,3
43,40,2
43,31,4
43,8,3
43,28,4
44,3,3
44,39,3
44,8,5
44,22,4
44,48,2
44,5,3
44,16,5
44,12,5
44,29,5
44,13,3
44,40,5
44,44,3
44,33,5
44,28,5
44,19,3
44,1,4
44,14,3
44,49,4
44,34,1
44,6,3
44,42,2
44,21,4
44,18,1
44,7,1
44,25,1
44,15,4
44,10,5
44,45,4
44,43,3
44,37,3
44,31,4
44,46,2
44,9,4
44,17,4
44,23,4
44,4,4
44,2,3
44,36,4
44,27,4
44,41,5
44,20,5
44,50,4
44,47,2
44,24,1
44,35,5
44,32,3
44,30,5
44,11,2
44,26,5
44,38,5
45,34,2
45,43,4
45,8,1
45,13,5
45,25,4
45,12,5
45,40,3
45,3,1
45,44,3
45,37,5
45,21,5
45,28,5
45,9,4
45,35,5
45,10,5
45,47,3
45,38,4
45,23,4
45,4,4
45,11,4
45,36,2
45,39,5
45,7,2
45,1,1
45,41,3
45,50,1
45,22,5
45,6,5
45,31,4
45,46,5
45,27,3
45,14,2
45,24,5
45,30,5
45,5,5
45,2,5
45,16,3
45,42,4
45,45,4
45,32,1
45,48,3
45,49,1
45,18,5
45,19,3
45,26,2
45,15,2
45,17,4
45,29,4
45,20,5
45,33,4
46,45,3
46,43,1
46,16,5
46,26,4
46,46,2
46,31,4
46,2,3
46,23,1
46,32,1
46,11,1
46,47,4
46,35,4
46,15,4
46,3,3
46,10,5
46,36,2
46,20,5
46,17,4
46,29,3
46,6,4
46,40,4
46,1,4
46,28,3
46,18,3
46,49,5
46,7,3
46,22,5
46,42,4
46,39,1
46,24,5
46,5,5
46,8,5
46,27,4
46,25,3
46,38,3
46,30,3
46,50,4
46,41,4
46,4,3
46,9,3
46,48,1
46,37,4
46,44,4
46,13,5
46,33,2
46,14,4
46,12,1
46,19,2
46,21,3
46,34,4
47,48,5
47,31,4
47,8,4
47,16,5
47,43,3
47,7,3
47,49,5
47,21,3
47,45,3
47,10,4
47,13,2
47,46,3
47,18,5
47,36,3
47,19,4
47,37,4
47,22,5
47,2,4
47,5,1
47,33,3
47,25,3
47,27,3
47,38,5
47,14,5
47,30,3
47,50,2
47,24,3
47,41,2
47,39,3
47,20,5
47,4,4
47,34,3
47,17,4
